Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary
Yefremova,573,Spain,Male,28,8,0,0,0,77660.03
Anenechukwu,615,Spain,Male,32,5,138521.83,1,1,56897.1
Trentino,710,France,Female,33,2,0,1,0,72945.32
Tomlinson,674,France,Female,38,10,83727.68,1,0,45418.12
Royston,702,Spain,Female,38,9,0,1,1,158527.45
Cremonesi,616,France,Male,37,9,0,1,0,111312.96
Yeh,688,Spain,Male,32,6,124179.3,1,1,138759.15
Ch'in,605,France,Male,36,7,128829.25,1,0,190588.59
Martinez,676,France,Male,33,6,171490.78,0,0,79099.64
Wearing,708,Spain,Male,33,3,0,1,0,138613.21
Maclean,745,Spain,Female,38,7,0,1,1,194230.82
T'ao,661,Spain,Male,20,8,0,1,0,110252.53
Rose,726,France,Male,31,9,0,1,1,106117.3
Whitworth,475,France,Male,40,7,160818.08,0,1,169642.13
Suttor,751,France,Male,54,9,156367.6,0,1,116179.92
Hsing,645,France,Female,59,8,121669.93,0,0,91.75
Boni,775,France,Male,42,6,133970.22,0,1,187839.9
Marshall,540,France,Male,41,3,0,1,0,121098.65
Catchpole,591,France,Female,34,3,96127.27,0,0,30972.06
Tang,596,Spain,Male,60,7,121907.97,0,1,30314.04
Siddons,573,Spain,Male,41,5,0,0,1,14479.29
Wan,577,Spain,Male,31,6,0,1,1,196395.25
Efimov,830,France,Female,40,8,77701.64,0,1,19512.38
Rose,663,France,Male,67,9,0,1,1,72318.77
Fanucci,421,France,Male,34,2,0,1,1,96615.23
Iweobiegbulam,718,Spain,Male,34,5,113922.44,1,0,30772.22
Ijendu,655,France,Female,61,2,183997.7,1,1,161217.18
O'Sullivan,712,France,Male,23,2,0,0,1,66795.78
Hutchinson,663,France,Male,28,4,0,1,1,123969.64
Kwemto,640,France,Female,47,6,89799.46,0,1,13783.77
Chiu,577,Spain,Male,29,2,0,1,1,168924.41
Berry,546,Spain,Female,36,7,85660.96,0,0,134778.01
Hung,802,France,Male,37,9,115569.21,0,1,119782.89
Mordvinova,590,France,Female,45,2,81828.22,1,0,52167.97
Bruno,594,France,Male,18,1,132694.73,1,0,167689.56
Arbour,577,Spain,Male,51,2,108867,0,0,140800.66
Barese,541,France,Male,39,7,0,1,0,19823.02
Hingston,781,France,Female,27,5,0,0,0,72969.9
Davis,806,France,Male,34,2,96152.68,1,0,143711.02
Lawrence,723,France,Female,49,0,153855.52,1,1,180862.26
Chung,535,France,Male,45,2,0,1,0,125658.28
Padovano,768,France,Female,36,3,141334.95,0,1,125870.5
Blinova,653,France,Male,41,1,104584.11,1,0,15126.32
Carter,803,France,Female,50,8,98173.02,0,0,22457.25
Webb,545,Spain,Female,44,1,0,1,1,82614.89
T'an,581,France,Female,38,3,135157.05,1,1,32919.42
Yates,513,France,Female,49,5,171601.27,1,0,126223.84
Su,731,France,Male,29,5,179539.2,0,0,112010.02
Christian,727,France,Male,39,5,80615.46,0,0,180962.32
Chiu,560,Spain,Male,47,1,0,0,0,128882.66
Sacco,766,France,Male,27,5,126285.73,1,0,177614.17
Lettiere,630,France,Female,23,4,137964.51,0,1,174570.55
Daluchi,652,France,Male,41,9,159434.03,1,0,178373.93
T'ien,729,France,Male,40,5,113574.61,1,0,103396.08
Hung,629,France,Female,33,6,0,1,1,59129.72
Liu,667,France,Male,33,9,124573.33,0,0,683.37
Feng,671,France,Female,31,6,105864.6,1,0,145567.34
Gilbert,768,France,Female,47,5,104552.61,1,0,48137.08
Robb,732,France,Female,35,3,0,1,0,90876.95
Manfrin,546,France,Female,30,5,0,0,1,198543.09
Chinwenma,630,France,Male,55,2,0,1,1,106202.07
Smith,765,France,Female,46,8,119492.88,0,1,166896.01
Rowe,704,France,Female,33,0,130499.09,1,1,74804.36
Moran,470,Spain,Female,48,6,140576.11,1,1,116971.05
Walker,688,France,Female,34,9,91025.58,0,1,163783
Myers,685,France,Female,33,1,0,0,1,70221.13
Wall,567,France,Female,38,1,125877.65,1,1,107841.77
McKay,720,Spain,Male,64,3,45752.78,1,0,79623.28
Egobudike,609,France,Male,39,3,121778.71,1,1,138399.67
Williams,521,France,Female,49,2,127948.57,1,1,182765.14
Ochoa,556,France,Female,30,7,0,1,1,186648.19
Otutodilinna,662,France,Male,30,5,115286.68,1,1,149587.92
Ajuluchukwu,704,France,Male,41,9,62078.21,1,0,129050.67
Bellucci,750,France,Female,38,1,0,1,0,47764.99
Gordon,619,Spain,Female,32,4,175406.13,1,1,172792.43
Johnston,468,Spain,Male,26,1,131643.25,1,0,64436.16
De Luca,435,France,Male,44,3,151739.65,1,0,167461.5
Hill,529,France,Male,43,6,93616.35,0,0,98348.66
Eluemuno,702,France,Female,60,5,138597.54,1,1,41536.59
Howarth,608,France,Female,41,5,0,1,1,72462.25
Thomson,576,France,Male,40,9,0,1,0,112465.19
King,666,France,Female,27,1,85225.21,0,1,64511.44
Grant,730,France,Female,36,8,148749.29,1,0,91830.75
Gilbert,647,France,Male,52,7,130013.12,1,1,190806.36
Richmond,516,Spain,Female,27,1,0,0,1,112311.15
Fiorentino,711,France,Female,81,6,0,1,1,72276.24
Greece,736,France,Male,54,7,111729.47,0,1,84920.49
Dickson,768,France,Female,36,5,180169.44,1,0,17348.56
Henderson,427,Spain,Male,40,8,0,1,1,82870.75
Stevens,686,Spain,Female,47,6,0,1,0,32080.69
Mitchell,690,France,Female,42,5,0,0,1,120512.08
Nworie,647,Spain,Female,29,2,0,1,0,179032.68
Boni,714,France,Male,35,3,0,1,1,95623.28
Wentcher,736,France,Female,36,8,103914.17,1,1,110035.88
Bentley,608,France,Female,34,4,88772.87,1,1,168822.01
Hayes-Williams,809,France,Female,39,5,0,1,0,77705.75
Johnstone,745,France,Female,40,6,131184.67,1,1,49815.62
Johnstone,781,France,Male,38,2,117810.79,0,1,65632.33
Nixon,527,France,Male,31,4,0,1,0,169361.89
Trevisano,595,France,Female,32,0,92466.21,1,0,4721.3
Tsui,850,France,Female,38,2,102741.15,0,1,23974.85
Moss,569,France,Male,37,9,178755.84,1,0,199929.17
Graham,728,France,Male,43,7,0,1,0,40023.7
Onyemauchechukwu,473,France,Female,32,5,146602.25,1,1,72946.95
Saunders,738,France,Male,29,2,0,1,1,170421.13
Ko,659,France,Male,35,6,0,1,1,58879.11
Cairns,597,Spain,Male,38,6,115702.67,1,1,25059.05
Chiemela,445,France,Female,61,2,137655.31,0,1,29909.84
Robertson,671,France,Female,29,3,0,1,0,158043.11
P'eng,656,Spain,Female,34,6,59877.33,1,0,14032.62
Tseng,658,France,Male,31,5,100082.14,0,1,49809.88
Russell,698,France,Male,52,10,107304.39,1,0,28806.32
Yen,655,Spain,Male,38,9,0,0,1,90490.33
Yeh,772,Spain,Male,41,10,96032.22,1,1,75825.57
Kalinina,681,Spain,Male,33,10,0,0,0,158336.36
Collier,688,France,Male,29,9,144553.5,1,0,143454.95
Thomas,633,France,Male,40,5,86172.81,1,1,117279.49
Shaw,735,France,Male,73,9,0,1,1,114283.33
Francis,521,France,Female,29,2,87212.8,1,1,994.86
George,541,France,Male,36,5,0,1,0,124795.84
Ikenna,612,France,Female,36,2,130700.92,0,0,77592.8
Schatz,562,France,Male,62,3,0,1,0,105986.01
Tao,703,France,Female,32,6,0,0,0,33606.52
Scott,710,Spain,Male,23,6,0,1,1,134188.11
Sims,731,Spain,Female,40,5,171325.98,1,1,159718.27
Chibugo,703,Spain,Male,58,4,92930.92,0,1,85148.78
Ku,618,France,Female,40,0,0,1,0,119059.13
Stanton,689,France,Female,29,1,77556.79,1,1,122998.26
Kung,718,France,Male,33,7,102874.28,0,0,117841.06
Gibson,608,France,Male,37,5,146093.39,0,0,160593.41
Iheanacho,749,Spain,Male,34,2,0,0,0,174189.04
Costa,753,Spain,Male,51,4,79811.72,0,1,68260.27
Sal,630,Spain,Male,39,10,105473.74,0,0,58854.88
Lin,693,France,Female,43,1,121927.92,1,0,87994.95
Ferri,838,Spain,Female,40,6,61671.19,0,1,150659.35
Yin,756,France,Female,39,5,149363.12,1,1,109098.39
Avdeyeva,775,France,Female,27,4,152309.37,1,0,104112
Tu,635,France,Female,33,5,0,1,0,122949.71
Donnelly,705,Spain,Male,36,1,111629.29,1,1,21807.16
Loggia,481,France,Male,40,3,0,1,1,32319.93
Chao,727,Spain,Female,49,7,96296.78,1,0,190457.87
Belonwu,595,France,Male,20,4,95830.43,1,0,177738.98
Welch,535,France,Female,38,0,135919.33,1,0,80425.65
Henderson,578,France,Male,59,10,185966.64,0,0,9445.42
Yobanna,597,France,Female,29,5,0,1,1,174825.57
Gallo,449,France,Female,21,7,0,0,0,175743.92
Wilson,850,France,Female,43,8,92244.83,1,0,54949.73
Marino,494,France,Female,35,9,112727.06,1,0,183752.91
Bailey,676,France,Female,34,8,100359.54,0,0,46038.28
Gboliwe,818,France,Male,43,10,105301.5,1,1,78941.59
Chukwuhaenye,712,Spain,Male,45,6,112994.65,0,0,198398.68
Bianchi,672,France,Male,40,4,89025.88,1,0,188892.19
Ford,636,France,Male,35,9,95478.17,0,0,169286.74
Rizzo,698,France,Male,37,8,0,0,0,145004.39
Lung,597,France,Female,43,7,119127.46,1,0,55809.92
Ramirez,717,France,Male,28,4,128206.79,1,1,54272.12
Sabbatini,614,France,Male,49,1,0,1,0,192440.54
Ts'ao,708,France,Female,23,4,71433.08,1,0,103697.57
Trevisan,507,France,Male,36,9,118214.32,1,0,119110.03
Chinwenma,581,France,Female,27,5,102258.11,1,0,194681.6
Berry,579,Spain,Female,39,2,151963.26,1,0,158948.63
Colombo,504,Spain,Female,46,2,163764.84,1,1,165122.55
Harris,737,France,Female,32,7,128551.36,0,1,189402.71
Bryan,540,Spain,Female,31,10,118158.74,1,1,158027.57
Chigozie,609,France,Male,32,7,118520.41,0,0,3815.48
Mullawirraburka,778,France,Male,24,4,0,1,1,162809.2
Steele,621,France,Male,40,10,163823.37,0,0,89519.47
Zakharov,665,France,Male,63,7,104469.58,1,1,25165.36
Ch'eng,608,France,Female,47,6,0,1,1,126012.57
Berry,680,Spain,Male,36,7,0,1,0,20109.21
Jen,663,France,Female,46,2,141726.88,1,1,58257.23
Wang,627,France,Female,35,2,137852.96,1,1,172269.21
Chubb,607,France,Male,26,1,0,1,0,29818.2
Chen,681,France,Female,43,8,154100.3,0,0,114659.81
Mazzanti,766,France,Female,45,6,0,0,0,147184.74
T'ao,694,France,Male,30,2,0,0,1,15039.41
Ndubueze,411,France,Female,54,9,0,0,1,76621.49
Ferri,742,France,Male,39,8,140004.96,1,1,92985.78
Thornton,673,Spain,Male,43,8,127132.96,0,1,6009.27
DeRose,529,France,Male,61,1,0,1,1,191370.97
Montes,519,France,Female,38,7,125328.56,1,0,188225.67
Kwemto,573,France,Male,35,9,0,1,0,11743.89
Lucchese,453,France,Female,28,3,139986.65,1,0,136846.75
Huggins,798,France,Female,39,6,119787.76,1,1,164248.33
Wade,693,Spain,Female,34,10,107556.06,0,0,154631.35
Kenenna,637,France,Female,44,2,0,1,0,149665.65
Wheeler,672,France,Male,47,1,0,0,0,91574.92
Cartwright,597,France,Female,28,0,142705.95,1,0,127233.39
Iloerika,543,France,Male,42,7,0,1,1,56650.47
Palermo,695,Spain,Female,56,4,0,1,0,84644.76
Nkemakolam,584,France,Male,35,6,161613.94,1,1,148238.16
Butler,652,France,Female,58,3,116353.2,0,1,193502.9
Calabresi,601,France,Male,38,4,60013.81,1,1,38020.05
Nkemdilim,628,Spain,Male,28,4,0,1,1,176750.81
Ch'iu,607,France,Male,32,9,144272.07,1,0,176580.63
Alexander,646,France,Female,46,8,0,1,0,133059.15
Chiabuotu,572,France,Male,30,6,117696.67,1,0,100843.82
Vasilyeva,801,Spain,Male,58,1,79954.61,1,1,30484.19
Schneider,597,France,Female,26,8,149989.39,1,0,42330.58
Mason,613,France,Male,40,7,124339.9,0,0,193309.58
Chukwukadibia,529,France,Male,29,4,135759.4,0,0,112813.79
Tsui,794,Spain,Female,37,9,0,1,0,68008.85
Banks,557,France,Male,34,3,83074,1,0,132673.22
Shih,499,France,Female,28,4,141792.61,1,1,22001.91
Tretiakova,544,France,Female,26,6,0,1,0,100200.4
Barese,739,France,Female,30,6,0,0,0,122604.44
Longo,458,France,Female,43,1,106870.12,1,0,100564.37
MacDonald,528,France,Male,31,9,120962.59,1,0,5419.31
Chambers,773,Spain,Male,51,4,0,0,0,123587.83
Cowen,646,France,Female,30,5,0,1,0,13935.32
Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,87060.77
Mai,624,France,Female,52,0,133723.43,0,0,4859.59
Yu,682,France,Female,52,5,112670.48,1,0,21085.17
Duffy,726,France,Female,44,2,0,1,1,26733.86
Chiang,560,France,Male,24,1,116084.32,1,0,89734.7
Watts,382,Spain,Male,36,0,0,1,1,179540.73
Daly,457,Spain,Female,38,6,0,1,0,173219.09
Baker,673,France,Female,37,10,0,1,1,37411.35
Uvarov,584,France,Female,40,4,82441.75,0,0,80852.11
Costa,629,France,Female,39,10,0,1,1,43174.49
Genovesi,584,France,Female,37,10,134171.8,1,1,70927.11
Doherty,724,France,Male,30,10,0,1,1,54265.55
Kaleski,644,France,Male,31,5,0,1,1,41872.17
Wright,676,France,Female,48,2,124442.38,1,0,15068.53
Huang,499,France,Male,31,4,0,1,0,25950.49
Trentino,598,France,Male,60,4,0,1,0,197727.14
Chienezie,655,France,Female,37,4,108862.76,1,0,79555.08
Sugden,559,France,Male,28,3,141099.43,1,1,15607.27
Tu,543,France,Female,67,0,128843.67,1,1,134612.48
Onuchukwu,679,France,Male,39,0,86843.61,0,1,159830.58
Ugochukwutubelum,594,France,Female,32,4,120074.97,1,1,162961.79
Davidson,586,France,Male,27,5,130231.8,1,1,192427.16
Goddard,776,France,Female,31,5,0,1,0,92647.94
Beck,699,France,Male,39,2,109724.38,1,1,180022.39
Beam,847,France,Female,35,5,111743.43,1,1,183584.14
Sheppard,582,France,Male,35,8,121309.17,1,1,28750.67
Godfrey,648,France,Male,38,10,82697.28,1,0,74846.67
Gray,618,France,Female,49,9,44301.43,1,1,89729.3
Hsiung,543,France,Female,31,4,138317.94,0,0,61843.73
Cameron,642,France,Male,49,4,120688.61,1,0,24770.22
Fleming,462,France,Male,27,4,176913.52,1,0,80587.27
Austin,640,Spain,Male,47,6,89047.14,1,0,116286.25
Wallace,740,France,Male,40,4,114318.78,1,0,129333.69
Ku,773,France,Female,50,4,0,1,0,129372.94
Fiorentino,583,France,Female,32,7,94753.55,1,1,18149.03
Buccho,589,Spain,Female,46,10,0,0,1,168369.37
Gordon,509,France,Male,35,8,0,0,1,67431.28
Haworth,612,France,Male,32,9,106520.73,1,0,177092.16
Guidry,505,Spain,Male,37,0,134006.39,1,1,93736.69
Lettiere,546,France,Female,25,3,132837.7,1,0,131647.31
Tai,681,France,Female,41,0,120549.29,1,0,175722.31
Chigozie,762,France,Male,20,1,139432.55,1,1,85606.83
Bezrukov,786,Spain,Male,29,7,80895.44,1,0,64945.57
Chia,629,Spain,Male,34,6,0,1,0,190347.72
Sheppard,787,Spain,Female,39,7,171646.76,0,1,100791.36
Vasilyev,713,Spain,Male,42,0,109121.71,0,1,167873.49
Maxwell,541,France,Female,39,6,109844.81,1,0,25289.23
Maher,451,France,Female,31,7,140931.82,0,1,20388.77
Cocci,644,Spain,Male,49,10,0,1,1,145089.64
P'an,686,France,Male,32,6,0,1,1,179093.26
Rapuluchukwu,847,France,Female,41,3,101543.51,1,0,16025.17
Azuka,765,France,Male,37,7,102708.77,1,0,9087.81
Esposito,678,France,Female,37,8,149000.91,1,1,21472.42
Hou,539,France,Male,20,0,83459.86,1,1,146752.67
Cyril,800,France,Female,40,3,75893.11,1,0,132562.23
Tomlinson,799,France,Female,39,7,167395.6,0,1,139537.43
Crawford,629,France,Female,61,6,0,1,1,133672.61
Chikwado,734,France,Female,52,6,71283.09,0,1,38984.37
Hargreaves,542,France,Female,31,3,0,1,1,115217.59
Laidley,414,Spain,Male,60,3,0,1,1,93844.82
Ferguson,675,France,Female,38,1,104016.88,0,0,22068.83
Burns,683,France,Female,38,5,127616.56,1,0,123846.07
McNeill,748,France,Male,32,5,154737.88,1,1,172638.13
Chukwuebuka,596,Spain,Male,29,2,0,1,1,1591.19
Shen,642,France,Male,35,4,125476.31,1,1,91775.51
Diaz,499,France,Female,21,3,176511.08,1,1,153920.22
Kentish,649,Spain,Female,47,8,110783.28,1,1,71420.16
Persse,739,France,Male,42,2,141642.92,1,0,172149.76
Okwukwe,616,France,Male,31,1,0,1,1,54706.75
Watt,560,Spain,Female,33,9,0,0,1,183358.21
Carslaw,427,France,Male,42,1,75681.52,1,1,57098
Griffin,435,France,Male,54,3,0,1,0,156910.46
Hsia,633,France,Male,29,7,0,1,1,130224.73
Fyodorova,443,France,Male,35,6,161111.45,0,0,13946.66
Chukwujekwu,727,France,Male,62,5,0,0,1,38652.96
Townsend,674,France,Female,45,6,72494.69,0,1,140041.78
Marsh,661,France,Female,31,3,133964.3,1,1,166187.1
Hayes,619,Spain,Male,34,1,0,1,0,139919.38
Padovano,562,France,Female,27,3,0,1,0,28137.03
Ma,633,France,Male,61,3,157201.48,0,1,50368.63
Ham,551,Spain,Female,48,5,95679.29,0,0,94978.1
Paten,720,France,Female,29,7,106230.92,1,1,69903.93
Cawthorne,688,France,Female,32,5,0,0,1,177607.77
Herbert,635,France,Female,36,9,81231.85,1,0,196731.08
Jen,561,France,Female,31,1,81480.27,1,1,65234.6
Saunders,850,France,Male,33,8,73059.38,1,1,186281
Esquivel,636,France,Male,36,5,117559.05,1,1,111573.3
Chao,461,France,Female,74,1,186445.31,1,1,196767.83
Eluemuno,771,France,Female,38,5,137657.71,1,0,72985.61
Sidorova,713,France,Male,36,8,133889.35,1,1,143265.65
Pirogova,658,France,Female,45,9,134562.8,1,1,159268.67
Benson,586,France,Female,56,9,100781.75,1,1,54448.41
Santana,737,France,Male,30,8,174356.13,0,0,31928.5
Williamson,742,France,Male,27,5,190125.43,0,0,21793.59
North,824,France,Male,26,7,146266,1,0,21903.62
Davies,701,France,Male,41,9,164046.1,1,0,49405.93
Siciliano,623,Spain,Female,43,4,123536.52,0,0,154908.52
Mironov,744,France,Male,36,10,0,1,1,182867.84
Amechi,698,Spain,Female,38,1,171848.38,0,0,16957.45
Toscano,616,France,Male,40,9,0,0,0,93717.55
Su,662,France,Female,39,5,139562.05,1,0,61636.22
Chukwuemeka,594,France,Male,37,2,0,0,1,95864.5
P'eng,685,France,Male,40,2,168001.34,1,1,167400.29
Lombardo,742,France,Male,27,0,0,0,1,131534.96
Lombardi,678,France,Male,83,6,123356.63,0,1,92934.41
Butler,651,Spain,Male,47,2,0,1,1,119808.64
Dean,585,France,Male,50,2,125845.66,1,0,9439.31
Piccio,579,France,Male,40,10,45408.85,1,0,18732.91
Bradley,722,France,Female,37,0,125977.81,0,0,160162.42
Cameron,613,France,Female,51,7,147262.11,1,1,53630.9
Chan,694,France,Male,42,8,133767.19,1,0,36405.21
Lettiere,550,France,Male,49,0,108806.96,1,0,61446.92
Mironova,741,France,Male,42,6,106036.52,1,0,194686.78
Tsui,668,Spain,Female,69,9,0,0,1,134483.07
Okoli,529,France,Female,27,1,0,1,1,37769.98
Berry,636,France,Male,31,6,0,1,1,2382.61
Ruse,563,Spain,Male,61,1,82182.1,1,0,106826.92
Bogolyubov,767,France,Female,35,9,0,1,0,39511.61
Kennedy,644,France,Male,50,9,76817,1,0,196371.13
Bolton,780,France,Male,71,9,142550.25,1,1,122506.78
Chuang,635,Spain,Female,41,10,0,1,1,61994.2
Greco,641,France,Male,35,2,103711.56,0,1,192464.21
Ma,593,Spain,Female,40,2,0,1,1,5194.95
Nucci,540,France,Female,35,7,128369.75,1,0,198256.15
Yao,663,Spain,Male,35,5,0,1,1,62634.94
Palfreyman,630,France,Male,34,9,0,1,1,114006.35
Webster,605,France,Male,19,8,166133.28,1,1,107994.99
Cardell,710,France,Female,62,9,148214.36,1,0,48571.14
Bianchi,755,France,Female,78,5,121206.96,1,1,76016.49
Somadina,641,Spain,Male,25,10,0,1,1,180808.39
Mellor,737,France,Male,50,4,127552.85,1,0,4225.11
Tomlinson,695,France,Male,49,9,159458.53,1,0,135841.35
Pai,466,France,Female,47,5,102085.72,1,1,183536.24
Lennox,558,France,Male,58,2,142537.18,1,1,88791.83
Meldrum,665,Spain,Male,29,1,182781.74,1,1,63732.9
Watson,737,France,Male,45,10,0,1,0,1364.54
Findlay,654,France,Male,29,7,0,1,1,149184.15
Su,619,France,Female,28,3,0,1,0,53394.12
Davidson,845,France,Female,43,3,152063.59,1,0,97910.06
Barrett,727,France,Female,28,2,110997.76,1,0,101433.76
Miah,582,France,Male,50,2,148942,1,1,116944.3
Chamberlain,716,France,Male,41,9,0,1,1,113267.48
Vidal,660,Spain,Female,36,0,84438.57,1,1,181449.51
Lung,664,France,Female,34,7,93920.47,0,0,179913.98
Tretyakova,801,France,Male,43,4,158713.08,0,0,98586.14
Montgomery,615,Spain,Male,42,4,0,0,1,120321.09
Golubev,718,France,Male,63,7,123204.88,1,1,100538.8
Han,667,France,Male,40,8,72945.29,1,0,98931.5
Pan,670,Spain,Male,37,0,178742.71,1,1,194493.57
Carroll,590,France,Male,43,8,0,1,1,143628.31
Hawkins,739,Spain,Female,40,8,0,1,0,167030.51
Loggia,373,France,Male,42,7,0,1,0,77786.37
Chesnokova,418,France,Female,46,9,0,1,1,81014.5
Chambers,837,France,Female,29,9,0,1,1,41866.26
Fleming,645,France,Male,43,9,140121.17,1,0,11302.7
Veale,552,France,Male,39,2,132906.88,0,1,149384.43
Browne,580,France,Male,45,2,179334.83,1,1,169303.65
Parsons,684,France,Male,35,3,137179.39,1,1,37264.11
Bailey,634,Spain,Male,35,3,0,1,1,19515.48
Ferrari,607,France,Female,49,9,119960.29,1,0,103068.22
Genovese,802,France,Male,29,9,127414.55,1,1,134459.12
McIntyre,736,France,Female,36,6,0,1,0,70496.66
Warner,629,France,Female,40,9,137409.19,1,0,175877.7
Gordon,737,France,Male,28,8,0,1,0,106390.01
McMillan,718,Spain,Female,39,2,0,1,1,52138.49
Cheng,561,France,Male,43,4,0,0,0,18522.91
Akhtar,641,France,Male,31,9,112494.99,1,1,32231.6
Iadanza,677,France,Male,30,1,78133.15,0,1,174225.88
Abernathy,641,Spain,Female,36,1,0,1,0,102021.39
Watson,658,Spain,Female,32,5,145553.07,1,1,31484.76
Shen,659,France,Male,48,4,123593.22,1,0,82469.06
Kershaw,567,France,Female,47,2,0,0,0,110900.43
Reed,584,France,Female,26,0,146286.22,1,0,105105.35
Mitchell,709,Spain,Female,35,1,111827.27,1,0,12674.68
Webb,690,Spain,Female,26,2,0,1,1,93255.85
Vanzetti,627,France,Male,70,1,94416.78,0,1,145299.5
Nnanna,765,Spain,Male,45,2,91549.78,1,1,47139.44
Campbell,645,France,Female,38,7,59568.57,1,1,167723.25
Capon,716,France,Female,23,2,94464.81,0,1,185900.88
Otutodilichukwu,771,France,Female,57,4,0,0,0,85876.67
Boone,687,France,Male,44,8,95368.14,1,1,1787.85
McIntyre,717,France,Female,33,10,102185.42,1,0,23231.93
Zhdanov,524,France,Male,32,1,144875.71,0,0,187740.04
Nagy,679,Spain,Male,39,5,0,1,1,100060.54
Lombardo,538,France,Female,32,2,0,1,1,80130.54
Simpson,752,France,Female,37,5,113291.05,1,1,132467.54
Herbert,846,Spain,Male,61,0,0,1,1,96202.44
Lehr,532,Spain,Female,39,0,0,1,0,94977.3
Chou,670,France,Male,43,9,111677.88,1,0,178827.3
Upchurch,597,France,Female,35,8,131101.04,1,1,192852.67
Ugorji,627,France,Male,52,1,76101.81,0,1,177238.35
Palerma,700,Spain,Female,40,2,0,1,0,199753.97
Coles,766,France,Female,52,7,92510.9,0,1,66193.61
Hsueh,488,France,Female,34,2,0,1,1,181270.84
Tu,694,France,Male,39,5,77652.4,1,1,25407.59
Kuo,639,France,Female,31,3,98360.03,0,0,20973.8
Woodhouse,705,France,Female,46,4,115518.07,0,0,76544.9
Tretiakova,810,France,Male,69,3,27288.43,1,1,110509.9
Gibson,638,France,Female,36,6,0,1,0,164247.51
Moss,595,Spain,Female,43,5,0,0,0,105149.8
Chineze,575,France,Male,36,7,0,1,1,55868.97
Davidson,850,France,Male,31,6,131996.66,1,1,178747.43
Liang,419,Spain,Female,27,2,121580.42,0,1,134720.51
Graham,640,France,Male,55,10,132436.34,1,0,978.66
Nwebube,570,Spain,Male,34,10,0,0,1,183387.12
Sozonov,640,France,Female,46,5,107978.4,1,0,155876.06
Forbes,689,France,Female,40,4,78119.59,1,0,119259.34
Chikezie,725,France,Male,26,6,98684.15,0,0,133720.57
Onwuemelie,751,France,Female,44,10,0,1,0,170634.49
Toth,544,Spain,Female,53,9,0,1,0,125692.07
Hunt,768,France,Female,43,2,129264.05,0,0,19150.14
Mazure,648,France,Male,37,6,131753.41,1,0,86894.67
Hughes,577,Spain,Female,33,6,0,1,0,57975.8
Bennett,639,Spain,Female,27,2,0,1,1,82938.99
Tien,686,France,Male,26,1,57422.62,1,1,79189.4
Kay,657,France,Female,28,7,0,0,1,5177.62
Bryan,613,France,Male,34,5,144094.2,1,0,44510.26
Ingamells,701,France,Male,33,9,147510.34,1,0,190611.92
Milne,578,Spain,Female,28,8,161592.76,1,0,177834.79
Lombardo,689,France,Female,40,1,0,1,1,119446.64
Owens,687,Spain,Female,72,4,0,1,1,50267.69
Charlton,499,Spain,Female,53,1,75225.53,0,0,144849.1
Overby,693,Spain,Female,39,0,0,0,0,81901.6
Chifley,737,France,Female,70,9,87542.89,1,1,42576.86
Oliver,651,France,Female,32,8,144581.96,1,1,87609.5
Hill,753,France,Male,33,5,122568.05,1,1,82820.85
DeRose,523,Spain,Female,24,5,172231.93,0,1,155144.12
Chuang,458,France,Female,28,2,171932.26,1,1,9578.24
Edwards,643,France,Male,39,7,0,1,1,170392.59
Rodriguez,638,Spain,Female,34,7,0,0,0,3946.29
Lo,685,France,Male,38,4,111798.06,1,1,102184.66
Powell,684,France,Male,38,4,0,1,0,75609.84
Chu,670,France,Female,27,5,79336.61,1,1,26170.08
Munro,701,France,Male,63,3,120916.52,0,0,144727.45
Onwumelu,705,France,Female,31,3,142905.51,1,1,58134.97
Siciliani,593,Spain,Male,27,10,0,0,0,94620
Yobachi,651,France,Female,33,1,96834.78,1,0,108764.69
Akabueze,741,France,Male,37,9,105261.76,1,1,149503.54
Chiemenam,596,France,Male,54,1,123544,1,1,120314.75
Odinakachukwu,581,France,Male,41,2,127913.71,1,1,44205.95
Reilly,689,Spain,Female,28,5,95328.6,1,0,6129.61
Forbes,544,France,Male,30,4,73218.89,0,1,126796.69
Amadi,718,France,Female,41,1,0,0,1,27509.52
Ferri,583,France,Male,35,8,149995.72,1,0,42143.55
Y?an,663,France,Male,28,8,123674.28,1,1,87985.2
Williamson,666,France,Male,33,2,124125.26,1,0,81884.8
Briggs,524,Spain,Male,29,3,159035.45,1,0,2705.31
Napolitani,599,France,Male,27,5,0,1,0,30546.4
Carpenter,667,France,Male,27,7,156811.74,1,1,149402.59
Lin,727,France,Male,52,4,0,1,1,118429.02
Robinson,689,Spain,Female,55,4,0,1,1,58442.25
Collins,639,France,Male,39,6,150555.83,1,0,30414.17
Kingsley,678,France,Male,28,2,109137.12,1,1,58814.41
Harvey,523,France,Male,36,8,158351.02,1,0,155304.53
Obiora,650,France,Female,47,9,0,1,0,187943.6
Knight,744,Spain,Male,35,7,0,1,1,43036.6
Hung,697,France,Male,40,4,0,0,1,26543.28
Curtis,800,Spain,Female,46,6,0,1,0,171928.04
Perez,664,France,Male,24,7,0,0,1,35611.35
Gosnell,740,France,Male,39,9,0,1,0,19047.23
Fang,835,France,Female,56,2,0,1,1,39820.13
Clarke,559,France,Male,52,2,0,1,0,129013.59
